Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id
Order_No_1621,User_Id_635,Bike,3,Business,25,1,3:13:22 PM,25,1,3:38:57 PM,25,1,4:03:15 PM,25,1,4:19:58 PM,7,27.8,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_459
Order_No_24456,User_Id_432,Bike,3,Business,8,5,7:33:58 PM,8,5,7:35:05 PM,8,5,7:50:37 PM,8,5,8:10:07 PM,9,,,-1.2584143,36.8048002,-1.3012008,36.764868,Rider_Id_311
Order_No_5036,User_Id_2423,Bike,3,Business,2,2,10:41:10 AM,2,2,10:45:33 AM,2,2,11:01:07 AM,2,2,11:05:19 AM,6,21.1,,-1.2551895,36.7822034,-1.2788182,36.8206683,Rider_Id_432
Order_No_15675,User_Id_265,Bike,3,Business,26,1,2:27:48 PM,26,1,2:28:23 PM,26,1,2:29:01 PM,26,1,2:47:51 PM,18,22.1,0.9,-1.300921,36.828195,-1.3886344,36.9372718,Rider_Id_925
Order_No_5672,User_Id_2200,Bike,3,Business,8,4,12:57:36 PM,8,4,1:17:36 PM,8,4,1:37:43 PM,8,4,1:44:43 PM,6,27.4,,-1.2597529,36.806629,-1.290894,36.822971,Rider_Id_6
Order_No_4333,User_Id_3201,Bike,3,Business,28,4,9:25:42 AM,28,4,9:26:26 AM,28,4,9:39:00 AM,28,4,9:55:34 AM,1,22.3,,-1.2561334,36.7990458,-1.2584143,36.8048002,Rider_Id_354
Order_No_20768,User_Id_1642,Bike,3,Business,1,1,1:34:19 PM,1,1,1:38:12 PM,1,1,1:47:32 PM,1,1,1:51:29 PM,6,25.8,,-1.2728069,36.7962362,-1.2865276,36.8205976,Rider_Id_88
Order_No_12336,User_Id_2532,Bike,3,Business,1,3,12:17:51 PM,1,3,12:18:35 PM,1,3,12:25:17 PM,1,3,12:32:45 PM,11,,,-1.2227615,36.8989174,-1.2874213,36.8828916,Rider_Id_715
Order_No_12293,User_Id_2330,Bike,3,Business,31,5,1:38:42 PM,31,5,1:46:50 PM,31,5,2:20:04 PM,31,5,2:21:12 PM,7,24.6,,-1.2199518,36.8032133,-1.2212612,36.8440033,Rider_Id_689
Order_No_6103,User_Id_2335,Bike,3,Business,3,4,1:00:58 PM,3,4,1:02:28 PM,3,4,1:14:02 PM,3,4,1:19:05 PM,6,22,,-1.255956,36.789867,-1.2885529,36.8160141,Rider_Id_207
Order_No_25920,User_Id_1402,Bike,3,Business,18,6,11:51:24 AM,18,6,11:53:11 AM,18,6,12:19:09 PM,18,6,12:34:40 PM,1,21.1,,-1.290894,36.822971,-1.2813012,36.8323962,Rider_Id_868
Order_No_2159,User_Id_3091,Bike,3,Business,5,4,8:24:44 AM,5,4,8:32:04 AM,5,4,8:45:48 AM,5,4,8:57:40 AM,9,,,-1.3169591,36.7000029,-1.3014461,36.7661381,Rider_Id_326
Order_No_13215,User_Id_633,Bike,3,Business,15,2,9:46:28 AM,15,2,9:46:40 AM,15,2,9:52:28 AM,15,2,10:01:13 AM,4,20.4,,-1.3077869,36.8443207,-1.3004062,36.829741,Rider_Id_358
Order_No_15620,User_Id_3194,Bike,3,Business,31,4,2:31:31 PM,31,4,2:57:54 PM,31,4,3:37:47 PM,31,4,3:45:34 PM,11,28.8,,-1.3173869,36.8112044,-1.2571472,36.7950633,Rider_Id_267
Order_No_27406,User_Id_1959,Bike,1,Business,16,7,11:21:07 AM,16,7,11:48:40 AM,16,7,11:57:42 AM,16,7,12:01:29 PM,4,25.1,,-1.2129211,36.7963408,-1.2078672,36.7774137,Rider_Id_453
Order_No_3092,User_Id_2200,Bike,3,Business,3,1,5:12:55 PM,3,1,5:57:22 PM,3,1,6:08:46 PM,3,1,6:10:33 PM,21,22.5,,-1.3165542,36.700067,-1.290894,36.822971,Rider_Id_711
Order_No_21088,User_Id_1850,Bike,3,Business,4,1,2:35:38 PM,4,1,2:35:55 PM,4,1,2:36:33 PM,4,1,2:37:40 PM,3,28.6,,-1.2551895,36.7822034,-1.2636814,36.8029965,Rider_Id_31
Order_No_6448,User_Id_393,Bike,3,Business,4,4,10:23:12 AM,4,4,10:41:24 AM,4,4,10:41:28 AM,4,4,10:56:04 AM,10,,,-1.3177547,36.8303703,-1.2574219,36.7927073,Rider_Id_619
Order_No_23769,User_Id_3148,Bike,2,Personal,23,4,9:30:28 AM,23,4,9:30:34 AM,23,4,9:44:49 AM,23,4,9:47:54 AM,8,15.6,,-1.2788027,36.7939088,-1.2664227,36.7453671,Rider_Id_452
Order_No_2640,User_Id_1162,Bike,3,Business,18,1,12:59:43 PM,18,1,1:01:18 PM,18,1,1:38:01 PM,18,1,2:01:06 PM,6,29.5,,-1.312261,36.794658,-1.2792356,36.8219389,Rider_Id_314
Order_No_19108,User_Id_2352,Bike,3,Personal,2,6,6:45:29 PM,2,6,6:47:02 PM,2,6,7:04:31 PM,2,6,7:20:23 PM,11,,,-1.2547586,36.7628357,-1.2908945,36.8246514,Rider_Id_72
Order_No_2796,User_Id_3104,Bike,3,Personal,31,5,12:31:41 PM,31,5,12:39:16 PM,31,5,1:22:16 PM,31,5,2:23:28 PM,12,24.9,,-1.3272857,36.8748204,-1.269534,36.80697,Rider_Id_48
Order_No_16473,User_Id_1186,Bike,3,Personal,20,1,2:23:01 PM,20,1,2:25:02 PM,20,1,2:46:02 PM,20,1,2:49:05 PM,7,,,-1.300921,36.828195,-1.2653429,36.7995556,Rider_Id_61
Order_No_2754,User_Id_1975,Bike,1,Personal,21,6,12:35:19 PM,21,6,12:57:30 PM,21,6,1:06:06 PM,21,6,1:17:09 PM,7,16.7,,-1.2819495,36.8199021,-1.2918655,36.7696256,Rider_Id_144
Order_No_2678,User_Id_2276,Bike,2,Personal,21,1,2:45:23 PM,21,1,2:47:18 PM,21,1,3:11:47 PM,21,1,3:17:29 PM,8,21.7,,-1.2982544,36.7500835,-1.2668265,36.7680484,Rider_Id_474
Order_No_12053,User_Id_517,Bike,3,Business,17,6,9:48:57 AM,17,6,9:51:41 AM,17,6,10:06:30 AM,17,6,10:14:27 AM,14,20.1,,-1.3177547,36.8303703,-1.306378,36.7519845,Rider_Id_593
Order_No_17071,User_Id_635,Bike,3,Business,13,3,1:17:12 PM,13,3,1:20:36 PM,13,3,1:35:29 PM,13,3,1:41:37 PM,6,29.3,,-1.2602337,36.7990548,-1.2910023,36.8310071,Rider_Id_709
Order_No_4656,User_Id_1856,Bike,3,Business,23,4,11:10:09 AM,23,4,11:10:23 AM,23,4,11:28:05 AM,23,4,11:31:45 AM,6,23.5,,-1.273009,36.802807,-1.2596241,36.762407,Rider_Id_161
Order_No_27607,User_Id_2412,Bike,3,Business,24,4,3:27:50 PM,24,4,3:29:21 PM,24,4,3:34:02 PM,24,4,3:56:09 PM,12,28.2,,-1.263987,36.798891,-1.2285835,36.8826468,Rider_Id_937
Order_No_6709,User_Id_357,Bike,3,Business,15,4,10:56:10 AM,15,4,10:56:21 AM,15,4,11:08:01 AM,15,4,11:24:39 AM,11,24.4,,-1.2795548,36.8185986,-1.2945179,36.7685349,Rider_Id_845
Order_No_25036,User_Id_3395,Bike,1,Personal,14,4,3:51:40 PM,14,4,3:57:55 PM,14,4,4:10:43 PM,14,4,4:21:45 PM,5,21.3,,-1.2962832,36.7849683,-1.3024794,36.8228284,Rider_Id_312
Order_No_16694,User_Id_2064,Bike,2,Personal,25,2,8:51:44 AM,25,2,8:52:04 AM,25,2,9:22:10 AM,25,2,9:23:58 AM,3,18,,-1.2649605,36.7981777,-1.2676593,36.8103939,Rider_Id_290
Order_No_24366,User_Id_1341,Bike,3,Business,28,4,10:30:14 AM,28,4,10:31:06 AM,28,4,10:41:27 AM,28,4,10:51:46 AM,19,23.6,,-1.228911,36.881876,-1.331619,36.847976,Rider_Id_691
Order_No_9590,User_Id_2252,Bike,1,Personal,30,4,3:31:16 PM,30,4,3:32:19 PM,30,4,3:43:58 PM,30,4,3:49:25 PM,10,20.9,,-1.2915307,36.7905865,-1.3271684,36.8173021,Rider_Id_431
Order_No_5658,User_Id_3647,Bike,3,Business,27,3,9:31:44 AM,27,3,9:32:41 AM,27,3,9:43:05 AM,27,3,9:46:16 AM,13,,,-1.272639,36.794723,-1.2309704,36.8688593,Rider_Id_576
Order_No_13152,User_Id_3771,Bike,3,Personal,18,1,8:53:37 AM,18,1,8:54:12 AM,18,1,9:04:53 AM,18,1,9:08:15 AM,2,15.2,0.2,-1.2696908,36.81519,-1.2700436,36.8209976,Rider_Id_409
Order_No_27538,User_Id_2154,Bike,3,Business,24,1,11:46:44 AM,24,1,11:47:25 AM,24,1,12:22:39 PM,24,1,12:26:20 PM,5,22.8,,-1.290894,36.822971,-1.2765736,36.8513646,Rider_Id_134
Order_No_2782,User_Id_1110,Bike,1,Personal,8,2,10:52:39 AM,8,2,11:02:58 AM,8,2,11:16:06 AM,8,2,11:18:05 AM,5,21.3,,-1.2833608,36.7577466,-1.2636912,36.788437,Rider_Id_782
Order_No_1311,User_Id_393,Bike,3,Business,21,1,3:08:15 PM,21,1,3:08:22 PM,21,1,3:08:31 PM,21,1,3:47:47 PM,4,27.7,,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_619
Order_No_10249,User_Id_1002,Bike,1,Personal,7,7,1:06:05 PM,7,7,1:26:58 PM,7,7,1:42:31 PM,7,7,1:45:15 PM,17,27.8,,-1.2872344,36.7773949,-1.3205335,36.8789718,Rider_Id_532
Order_No_2624,User_Id_2066,Bike,3,Business,5,5,3:11:48 PM,5,5,3:12:05 PM,5,5,3:20:42 PM,5,5,3:29:26 PM,13,27.6,,-1.3210189,36.8410551,-1.2778747,36.8831829,Rider_Id_513
Order_No_27601,User_Id_1363,Bike,3,Business,16,3,10:47:51 AM,16,3,10:48:19 AM,16,3,10:49:37 AM,16,3,11:39:00 AM,8,23,,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_469
Order_No_4252,User_Id_835,Bike,3,Business,8,1,10:25:18 AM,8,1,10:25:33 AM,8,1,10:25:56 AM,8,1,10:27:05 AM,10,22,,-1.2917868,36.7872675,-1.2452664,36.8028541,Rider_Id_686
Order_No_22149,User_Id_2866,Bike,3,Business,21,2,10:11:22 AM,21,2,10:13:16 AM,21,2,10:22:21 AM,21,2,10:30:31 AM,9,,,-1.2551895,36.7822034,-1.2903706,36.7999926,Rider_Id_720
Order_No_2699,User_Id_592,Bike,1,Personal,26,2,2:43:21 PM,26,2,2:47:16 PM,26,2,3:09:26 PM,26,2,3:17:48 PM,19,,,-1.312745,36.875715,-1.2884354,36.7606766,Rider_Id_192
Order_No_12371,User_Id_496,Bike,3,Business,8,4,5:17:28 PM,8,4,5:19:08 PM,8,4,5:19:25 PM,8,4,5:30:21 PM,8,25.4,,-1.2551895,36.7822034,-1.2944292,36.7793569,Rider_Id_215
Order_No_14848,User_Id_3521,Bike,3,Business,21,1,11:15:49 AM,21,1,11:16:10 AM,21,1,11:24:19 AM,21,1,11:43:15 AM,5,25.4,,-1.2885944,36.8175619,-1.2696908,36.81519,Rider_Id_462
Order_No_10438,User_Id_3177,Bike,3,Business,24,3,3:12:46 PM,24,3,3:13:16 PM,24,3,3:14:18 PM,24,3,4:15:06 PM,8,,,-1.2560822,36.8209918,-1.301953,36.788458,Rider_Id_613
Order_No_23513,User_Id_3066,Bike,1,Personal,14,4,4:51:40 PM,14,4,5:40:34 PM,14,4,5:51:49 PM,14,4,5:58:19 PM,9,21.4,,-1.2885226,36.8214396,-1.2945319,36.7618945,Rider_Id_312
Order_No_9878,User_Id_540,Bike,3,Business,15,5,10:20:01 AM,15,5,10:30:10 AM,15,5,10:48:59 AM,15,5,11:03:44 AM,6,26.5,,-1.2571472,36.7950633,-1.2972835,36.809687,Rider_Id_590
Order_No_9218,User_Id_3032,Bike,3,Business,8,2,12:03:14 PM,8,2,12:25:18 PM,8,2,12:25:23 PM,8,2,12:44:15 PM,7,21.2,,-1.275319,36.8141946,-1.255956,36.789867,Rider_Id_771
Order_No_28256,User_Id_1246,Bike,3,Business,14,1,2:37:31 PM,14,1,2:45:07 PM,14,1,2:46:22 PM,14,1,3:05:01 PM,9,26,,-1.2571472,36.7950633,-1.3108783,36.8392726,Rider_Id_26
Order_No_25676,User_Id_265,Bike,3,Business,26,3,4:05:23 PM,26,3,4:09:36 PM,26,3,4:18:31 PM,26,3,4:31:02 PM,4,27,,-1.300921,36.828195,-1.3096278,36.8533243,Rider_Id_848
Order_No_26922,User_Id_3689,Bike,3,Business,3,3,3:35:37 PM,3,3,3:43:43 PM,3,3,3:49:25 PM,3,3,4:11:21 PM,10,26.8,,-1.3014461,36.7661381,-1.2527958,36.8003131,Rider_Id_247
Order_No_7589,User_Id_2523,Bike,3,Business,5,2,4:55:54 PM,5,2,5:00:43 PM,5,2,5:01:07 PM,5,2,5:04:52 PM,4,,,-1.2551895,36.7822034,-1.262073,36.7985503,Rider_Id_523
Order_No_124,User_Id_2982,Bike,3,Business,9,5,11:25:34 AM,9,5,11:25:44 AM,9,5,11:26:06 AM,9,5,12:27:44 PM,16,25.5,,-1.300921,36.828195,-1.3570602,36.7328674,Rider_Id_137
Order_No_14779,User_Id_1461,Bike,2,Personal,19,4,2:06:58 PM,19,4,2:09:14 PM,19,4,2:24:13 PM,19,4,2:29:17 PM,6,20.5,,-1.2720769,36.8180604,-1.2958974,36.8334245,Rider_Id_445
Order_No_26218,User_Id_544,Bike,1,Personal,28,4,2:42:50 PM,28,4,2:46:00 PM,28,4,3:09:21 PM,28,4,3:17:37 PM,6,,,-1.2588587,36.8255882,-1.2668093,36.7966542,Rider_Id_407
Order_No_19977,User_Id_3647,Bike,3,Business,17,2,12:45:40 PM,17,2,12:45:48 PM,17,2,12:53:42 PM,17,2,12:55:57 PM,5,19,,-1.272639,36.794723,-1.2910974,36.7902687,Rider_Id_616
Order_No_14440,User_Id_3289,Bike,3,Personal,4,4,3:13:36 PM,4,4,3:18:27 PM,4,4,3:43:29 PM,4,4,3:48:34 PM,6,27.5,,-1.3002727,36.7668028,-1.2981625,36.8130142,Rider_Id_507
Order_No_9561,User_Id_475,Bike,3,Business,30,5,11:17:39 AM,30,5,11:19:59 AM,30,5,11:29:53 AM,30,5,11:35:52 AM,6,23.7,,-1.2571472,36.7950633,-1.295156,36.8094306,Rider_Id_216
Order_No_9009,User_Id_1502,Bike,1,Business,5,2,9:53:30 AM,5,2,10:00:04 AM,5,2,10:05:23 AM,5,2,10:16:13 AM,3,17.8,3.9,-1.3040487,36.8211935,-1.312469,36.815177,Rider_Id_360
Order_No_20146,User_Id_3283,Bike,3,Business,29,3,1:08:41 PM,29,3,1:09:24 PM,29,3,1:17:33 PM,29,3,1:23:42 PM,14,,,-1.228911,36.881876,-1.2628473,36.781805,Rider_Id_8
Order_No_7718,User_Id_1500,Bike,3,Business,11,4,1:34:02 PM,11,4,1:54:16 PM,11,4,2:13:54 PM,11,4,2:37:49 PM,8,26.5,,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_761
Order_No_16083,User_Id_1368,Bike,3,Business,28,2,3:08:07 PM,28,2,3:12:51 PM,28,2,3:28:11 PM,28,2,3:35:37 PM,6,23.6,,-1.2871938,36.8195031,-1.2571472,36.7950633,Rider_Id_89
Order_No_3126,User_Id_970,Bike,3,Business,12,5,2:09:10 PM,12,5,2:10:20 PM,12,5,2:15:31 PM,12,5,2:29:58 PM,4,,,-1.2571472,36.7950633,-1.2850638,36.813096,Rider_Id_205
Order_No_801,User_Id_2358,Bike,4,Business,8,1,1:36:10 PM,8,1,2:01:25 PM,8,1,2:07:29 PM,8,1,2:09:06 PM,2,25.1,,-1.302222,36.75873,-1.3026886,36.752225,Rider_Id_565
Order_No_5373,User_Id_2330,Bike,3,Business,22,5,1:32:34 PM,22,5,1:34:13 PM,22,5,1:34:37 PM,22,5,1:40:22 PM,9,31.1,,-1.3040812,36.7924217,-1.2642903,36.8002137,Rider_Id_931
Order_No_7421,User_Id_2627,Bike,3,Business,17,5,1:01:47 PM,17,5,1:03:40 PM,17,5,1:12:50 PM,17,5,1:22:06 PM,1,,,-1.2571472,36.7950633,-1.2620912,36.8013562,Rider_Id_576
Order_No_602,User_Id_552,Bike,3,Business,19,2,1:04:41 PM,19,2,1:05:53 PM,19,2,1:16:53 PM,19,2,1:21:05 PM,23,27.7,,-1.3472066,36.7692638,-1.3562374,36.9042954,Rider_Id_392
Order_No_9418,User_Id_36,Bike,1,Personal,29,5,12:14:10 PM,29,5,12:16:05 PM,29,5,12:39:12 PM,29,5,12:47:50 PM,8,19.7,,-1.2579304,36.8019667,-1.299813,36.7871392,Rider_Id_105
Order_No_27144,User_Id_2900,Bike,3,Business,20,4,12:24:40 PM,20,4,12:24:56 PM,20,4,12:31:48 PM,20,4,12:32:58 PM,8,24.4,,-1.2963097,36.7688221,-1.2646305,36.8120134,Rider_Id_754
Order_No_16792,User_Id_3688,Bike,3,Business,12,2,3:47:25 PM,12,2,3:48:15 PM,12,2,3:49:55 PM,12,2,3:53:22 PM,3,27.1,,-1.2551895,36.7822034,-1.2640571,36.7883547,Rider_Id_647
Order_No_21252,User_Id_1882,Bike,3,Business,11,4,9:46:59 AM,11,4,9:47:23 AM,11,4,10:20:58 AM,11,4,10:37:54 AM,9,23.7,,-1.3014461,36.7661381,-1.2536042,36.8064895,Rider_Id_462
Order_No_21129,User_Id_1085,Bike,3,Business,13,3,2:43:01 PM,13,3,2:44:08 PM,13,3,2:46:27 PM,13,3,2:51:03 PM,9,29.2,,-1.316539,36.7068562,-1.301908,36.7592822,Rider_Id_831
Order_No_18774,User_Id_1271,Bike,3,Business,10,1,2:32:37 PM,10,1,2:48:05 PM,10,1,3:05:15 PM,10,1,3:22:03 PM,11,18.9,,-1.3107918,36.761794,-1.2864733,36.8239937,Rider_Id_31
Order_No_20974,User_Id_3091,Bike,3,Business,12,1,4:10:43 PM,12,1,4:32:16 PM,12,1,4:35:21 PM,12,1,4:37:15 PM,9,23.9,,-1.2584143,36.8048002,-1.3012008,36.764868,Rider_Id_674
Order_No_5267,User_Id_2195,Bike,3,Business,3,1,11:58:11 AM,3,1,12:01:35 PM,3,1,12:03:56 PM,3,1,12:12:04 PM,6,21.3,,-1.22978,36.836215,-1.228911,36.881876,Rider_Id_310
Order_No_25107,User_Id_1990,Bike,3,Business,24,5,3:15:50 PM,24,5,3:17:36 PM,24,5,3:27:51 PM,24,5,3:44:19 PM,6,23,,-1.2563793,36.7850151,-1.275442,36.7660207,Rider_Id_660
Order_No_611,User_Id_3661,Bike,3,Business,15,2,9:14:18 AM,15,2,9:15:08 AM,15,2,9:30:24 AM,15,2,9:33:10 AM,17,20.7,,-1.2134646,36.8755266,-1.2987332,36.8463349,Rider_Id_685
Order_No_13596,User_Id_53,Bike,3,Business,19,2,12:06:22 PM,19,2,12:06:59 PM,19,2,12:49:29 PM,19,2,1:05:53 PM,11,27.5,,-1.2991441,36.7528804,-1.2770708,36.8231093,Rider_Id_628
Order_No_465,User_Id_2956,Bike,3,Business,30,4,1:48:45 PM,30,4,1:49:27 PM,30,4,1:59:15 PM,30,4,2:00:27 PM,2,,,-1.2551895,36.7822034,-1.2584143,36.8048002,Rider_Id_506
Order_No_2236,User_Id_3135,Bike,3,Personal,8,1,12:08:20 PM,8,1,12:38:29 PM,8,1,12:51:36 PM,8,1,12:53:26 PM,16,24.3,,-1.277585,36.77145,-1.3257473,36.8592068,Rider_Id_612
Order_No_3411,User_Id_2523,Bike,3,Business,16,1,10:46:05 AM,16,1,10:46:32 AM,16,1,10:50:41 AM,16,1,10:53:23 AM,3,19.2,,-1.2551895,36.7822034,-1.2562366,36.8038565,Rider_Id_103
Order_No_17613,User_Id_1146,Bike,3,Business,22,3,11:43:08 AM,22,3,11:43:38 AM,22,3,11:51:02 AM,22,3,11:57:35 AM,7,23.3,,-1.3167113,36.8301563,-1.3083266,36.8494756,Rider_Id_341
Order_No_27381,User_Id_1535,Bike,1,Business,6,3,1:44:44 PM,6,3,1:44:50 PM,6,3,1:53:55 PM,6,3,2:04:51 PM,15,21.7,,-1.2343236,36.8861,-1.2579304,36.8019667,Rider_Id_445
Order_No_26072,User_Id_1103,Bike,3,Business,18,4,2:32:34 PM,18,4,2:45:50 PM,18,4,2:52:51 PM,18,4,2:56:53 PM,7,26.9,,-1.290894,36.822971,-1.2551895,36.7822034,Rider_Id_268
Order_No_19414,User_Id_2112,Bike,3,Business,20,3,4:47:29 PM,20,3,4:48:40 PM,20,3,5:00:19 PM,20,3,5:15:42 PM,17,28.2,,-1.2156006,36.8916865,-1.2551895,36.7822034,Rider_Id_377
Order_No_21954,User_Id_136,Bike,3,Business,8,2,1:48:13 PM,8,2,2:04:21 PM,8,2,2:11:50 PM,8,2,2:17:16 PM,16,25.2,,-1.3254522,36.7216584,-1.2644742,36.8083457,Rider_Id_200
Order_No_22538,User_Id_3599,Bike,3,Business,14,2,10:56:38 AM,14,2,12:06:17 PM,14,2,12:15:54 PM,14,2,12:33:39 PM,12,,,-1.3302996,36.8707935,-1.30758,36.7910481,Rider_Id_218
Order_No_10756,User_Id_2066,Bike,3,Business,5,2,10:17:06 AM,5,2,10:17:29 AM,5,2,10:31:41 AM,5,2,10:34:46 AM,11,25.4,,-1.3210189,36.8410551,-1.297611,36.775445,Rider_Id_25
Order_No_23756,User_Id_2066,Bike,3,Business,16,4,1:00:38 PM,16,4,1:03:55 PM,16,4,1:27:57 PM,16,4,1:30:43 PM,10,14.7,,-1.316961,36.820337,-1.2960265,36.8780276,Rider_Id_213
Order_No_3807,User_Id_1304,Bike,3,Business,22,2,3:02:12 PM,22,2,3:02:40 PM,22,2,3:16:29 PM,22,2,3:19:57 PM,15,25.7,,-1.3323107,36.8692616,-1.262073,36.7986087,Rider_Id_530
Order_No_18694,User_Id_3326,Bike,3,Business,11,4,11:25:53 AM,11,4,11:28:20 AM,11,4,11:32:53 AM,11,4,11:40:31 AM,8,25.4,,-1.2571472,36.7950633,-1.3080696,36.8237191,Rider_Id_778
Order_No_27245,User_Id_97,Bike,3,Business,19,2,1:34:15 PM,19,2,1:34:52 PM,19,2,1:49:57 PM,19,2,1:56:50 PM,4,29.2,,-1.2969741,36.7856612,-1.2751745,36.7657676,Rider_Id_545
Order_No_12437,User_Id_2223,Bike,2,Personal,20,1,10:48:19 AM,20,1,10:48:30 AM,20,1,10:53:23 AM,20,1,11:04:30 AM,3,20.3,,-1.2923919,36.7951531,-1.2896399,36.8124498,Rider_Id_216
Order_No_27751,User_Id_3191,Bike,3,Personal,16,4,1:58:16 PM,16,4,1:59:27 PM,16,4,2:10:09 PM,16,4,2:16:53 PM,6,19,,-1.2882965,36.7789573,-1.2564152,36.7792803,Rider_Id_722
Order_No_22832,User_Id_2895,Bike,3,Business,31,3,2:35:54 PM,31,3,3:34:24 PM,31,3,3:34:37 PM,31,3,3:54:28 PM,12,26.8,,-1.3700383,36.9190174,-1.3194518,36.869396,Rider_Id_206
Order_No_3904,User_Id_60,Bike,3,Business,3,1,11:06:30 AM,3,1,11:10:34 AM,3,1,11:20:16 AM,3,1,11:38:53 AM,8,21.3,,-1.2663631,36.8163329,-1.2296618,36.8438272,Rider_Id_310
Order_No_5230,User_Id_1724,Bike,3,Business,30,2,2:02:49 PM,30,2,2:05:20 PM,30,2,2:08:18 PM,30,2,2:13:17 PM,5,,,-1.2551895,36.7822034,-1.266264,36.762418,Rider_Id_345
Order_No_13968,User_Id_633,Bike,3,Business,25,5,11:12:43 AM,25,5,11:13:56 AM,25,5,11:16:25 AM,25,5,11:34:15 AM,5,26.5,,-1.3004062,36.829741,-1.3228003,36.8306435,Rider_Id_614
Order_No_23129,User_Id_2532,Bike,3,Business,23,4,3:05:33 PM,23,4,3:06:11 PM,23,4,3:13:05 PM,23,4,3:33:40 PM,2,20.9,,-1.2571472,36.7950633,-1.269534,36.80697,Rider_Id_571
Order_No_25454,User_Id_635,Bike,3,Business,17,2,3:19:44 PM,17,2,3:27:49 PM,17,2,3:55:33 PM,17,2,4:35:17 PM,8,23.8,,-1.3016417,36.8271679,-1.2599563,36.7993439,Rider_Id_939
Order_No_25963,User_Id_159,Bike,3,Personal,28,1,12:28:03 PM,28,1,12:28:12 PM,28,1,12:30:05 PM,28,1,12:55:27 PM,9,23.7,,-1.2830989,36.8165739,-1.3045546,36.75844,Rider_Id_622
Order_No_13552,User_Id_419,Bike,3,Business,13,2,4:03:50 PM,13,2,4:05:14 PM,13,2,4:05:59 PM,13,2,4:14:48 PM,7,26.4,,-1.2571472,36.7950633,-1.2857671,36.7875614,Rider_Id_550
Order_No_2495,User_Id_893,Bike,3,Business,1,5,1:35:10 PM,1,5,1:37:24 PM,1,5,1:42:52 PM,1,5,1:45:59 PM,7,31.7,,-1.2663194,36.809901,-1.2847316,36.7658086,Rider_Id_125
Order_No_5081,User_Id_3560,Bike,3,Business,15,5,9:46:13 AM,15,5,9:46:45 AM,15,5,9:48:05 AM,15,5,9:50:11 AM,5,20.1,,-1.2765736,36.8513646,-1.279395,36.825364,Rider_Id_206
Order_No_2922,User_Id_2200,Bike,3,Business,30,2,12:43:59 PM,30,2,12:52:04 PM,30,2,1:05:31 PM,30,2,1:13:56 PM,6,22.4,,-1.2584143,36.8048002,-1.290894,36.822971,Rider_Id_88
Order_No_2016,User_Id_2987,Bike,3,Business,30,2,1:14:33 PM,30,2,1:15:16 PM,30,2,1:23:36 PM,30,2,1:28:16 PM,9,22.3,,-1.270212,36.8210877,-1.3014461,36.7661381,Rider_Id_116
Order_No_1104,User_Id_3338,Bike,1,Business,5,5,1:12:53 PM,5,5,1:45:08 PM,5,5,2:06:50 PM,5,5,2:09:03 PM,8,26.5,,-1.255956,36.789867,-1.2943818,36.7858765,Rider_Id_662
Order_No_27980,User_Id_3222,Bike,3,Business,24,3,11:22:12 AM,24,3,11:23:17 AM,24,3,11:49:22 AM,24,3,11:54:25 AM,4,19.8,,-1.2551895,36.7822034,-1.2676593,36.8103939,Rider_Id_726
Order_No_26414,User_Id_3517,Bike,3,Business,14,3,3:46:49 PM,14,3,3:51:39 PM,14,3,3:58:18 PM,14,3,4:23:16 PM,15,25.8,,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_932
Order_No_22882,User_Id_2801,Bike,3,Business,24,3,10:45:09 AM,24,3,10:45:46 AM,24,3,10:52:43 AM,24,3,11:19:02 AM,15,,,-1.3104506,36.8687235,-1.2674274,36.7870827,Rider_Id_168
Order_No_18730,User_Id_3688,Bike,3,Business,21,5,11:28:55 AM,21,5,11:39:45 AM,21,5,11:58:26 AM,21,5,12:00:14 PM,15,22.8,,-1.2551895,36.7822034,-1.3226302,36.8719901,Rider_Id_576
Order_No_22573,User_Id_3222,Bike,3,Business,26,1,11:28:09 AM,26,1,12:14:05 PM,26,1,12:22:50 PM,26,1,12:35:25 PM,8,22.8,,-1.2551895,36.7822034,-1.2965924,36.8179314,Rider_Id_607
Order_No_3483,User_Id_970,Bike,3,Business,30,3,1:05:33 PM,30,3,1:06:28 PM,30,3,1:16:33 PM,30,3,1:19:19 PM,6,24.9,,-1.2551895,36.7822034,-1.2904753,36.8144721,Rider_Id_703
Order_No_23613,User_Id_3355,Bike,3,Business,26,1,2:37:05 PM,26,1,2:45:22 PM,26,1,2:47:10 PM,26,1,3:03:19 PM,8,22.3,0.8,-1.2964396,36.7760609,-1.3052491,36.8223899,Rider_Id_19
